crse_id,crse_attr,crse_attr_lov_descr,crse_attr_value,crse_attr_value_lov_descr
023887,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023887,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
023888,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023888,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
023888,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
023888,REG,Registration Considerations,C,Crosslisted in another department
023888,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
023888,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023888,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
023941,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023941,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
023941,REG,Registration Considerations,C,Crosslisted in another department
023941,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
023941,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
023941,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023970,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
023970,REG,Registration Considerations,C,Crosslisted in another department
023970,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
023970,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
023970,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024156,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024156,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
024156,REG,Registration Considerations,C,Crosslisted in another department
024156,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024156,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024156,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024158,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024158,REG,Registration Considerations,C,Crosslisted in another department
024158,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024158,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024182,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024182,REG,Registration Considerations,C,Crosslisted in another department
024182,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024218,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024218,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024218,REG,Registration Considerations,C,Crosslisted in another department
024218,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024218,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024218,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024230,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024230,REG,Registration Considerations,C,Crosslisted in another department
024230,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024230,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024264,REG,Registration Considerations,C,Crosslisted in another department
024264,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024327,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024327,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
024327,REG,Registration Considerations,C,Crosslisted in another department
024327,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024327,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024374,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024374,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024374,REG,Registration Considerations,C,Crosslisted in another department
024374,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024374,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024456,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024456,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
024456,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
024456,REG,Registration Considerations,C,Crosslisted in another department
024456,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024456,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
024456,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024465,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024465,REG,Registration Considerations,C,Crosslisted in another department
024465,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024465,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024499,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024499,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024499,REG,Registration Considerations,C,Crosslisted in another department
024499,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024499,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024629,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024629,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
024629,INTR,Interest Area,SL,Service Learning Course
024629,REG,Registration Considerations,C,Crosslisted in another department
024629,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
024629,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
024629,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024629,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024660,REG,Registration Considerations,C,Crosslisted in another department
024695,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024695,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024695,REG,Registration Considerations,C,Crosslisted in another department
024695,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
024695,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024695,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024698,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024698,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024698,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
024698,REG,Registration Considerations,C,Crosslisted in another department
024698,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024698,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024711,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
024711,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024711,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
024711,REG,Registration Considerations,C,Crosslisted in another department
024711,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
024711,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
024711,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
024716,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
024716,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
024716,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
024716,REG,Registration Considerations,C,Crosslisted in another department
024716,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
024716,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025035,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025035,REG,Registration Considerations,C,Crosslisted in another department
025035,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
025035,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025035,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025035,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025114,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025114,REG,Registration Considerations,C,Crosslisted in another department
025114,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025114,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025118,REG,Registration Considerations,C,Crosslisted in another department
025118,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025132,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025132,REG,Registration Considerations,C,Crosslisted in another department
025132,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025254,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025254,REG,Registration Considerations,C,Crosslisted in another department
025254,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025254,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025254,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025265,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
025265,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
025265,REG,Registration Considerations,C,Crosslisted in another department
025265,REG,Registration Considerations,G,Course has discussion
025265,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
025265,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
025265,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025328,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025328,REG,Registration Considerations,C,Crosslisted in another department
025328,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
025328,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025403,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025403,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025403,REG,Registration Considerations,C,Crosslisted in another department
025403,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025403,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025403,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025561,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025561,REG,Registration Considerations,C,Crosslisted in another department
025561,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025597,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025597,REG,Registration Considerations,C,Crosslisted in another department
025597,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
025597,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
025598,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025598,REG,Registration Considerations,C,Crosslisted in another department
025598,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025598,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025598,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025600,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025600,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025600,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
025600,REG,Registration Considerations,C,Crosslisted in another department
025600,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025641,REG,Registration Considerations,C,Crosslisted in another department
025641,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
025697,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
025697,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
025697,REG,Registration Considerations,C,Crosslisted in another department
025697,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
025697,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
025697,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026000,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026000,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026000,REG,Registration Considerations,C,Crosslisted in another department
026000,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
026000,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026243,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026243,INTR,Interest Area,SL,Service Learning Course
026243,REG,Registration Considerations,C,Crosslisted in another department
026243,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
026243,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026738,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026738,REG,Registration Considerations,C,Crosslisted in another department
026738,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
026738,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
026867,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026867,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026867,REG,Registration Considerations,C,Crosslisted in another department
026867,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
026867,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
026891,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
026891,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
026891,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
026891,REG,Registration Considerations,C,Crosslisted in another department
026891,REG,Registration Considerations,G,Course has discussion
026891,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027260,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027260,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027260,REG,Registration Considerations,C,Crosslisted in another department
027260,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027270,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027270,REG,Registration Considerations,C,Crosslisted in another department
027270,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027270,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027270,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027449,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027449,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
027449,REG,Registration Considerations,C,Crosslisted in another department
027449,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027449,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027450,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027450,REG,Registration Considerations,C,Crosslisted in another department
027450,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
027450,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027450,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027454,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027454,REG,Registration Considerations,C,Crosslisted in another department
027454,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027454,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027507,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027507,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
027507,REG,Registration Considerations,C,Crosslisted in another department
027507,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
027507,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027507,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027508,REG,Registration Considerations,C,Crosslisted in another department
027508,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027510,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027510,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
027510,INTR,Interest Area,SL,Service Learning Course
027510,REG,Registration Considerations,C,Crosslisted in another department
027510,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027510,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027510,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027525,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027525,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
027525,REG,Registration Considerations,C,Crosslisted in another department
027525,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
027525,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027525,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
027674,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027674,REG,Registration Considerations,C,Crosslisted in another department
027674,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027675,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027675,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
027675,REG,Registration Considerations,C,Crosslisted in another department
027675,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
027675,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027675,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
027859,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
027859,REG,Registration Considerations,C,Crosslisted in another department
027859,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
027859,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
027859,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
